Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Department,Course,Instructor,Semester,Academic Year,Gender,Attendance (%),Study Hours,GPA,Overall Satisfaction,Satisfaction Label,Student Feedback,Feedback Length,Character Count,Word Count,Clean Feedback,Sentiment
366,958,10,10,5,8,5,10,7,8,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,58,13,2.47,7.88,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
143,59,5,8,5,6,10,3,4,10,Software Engineering,Data Mining,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Female,72,24,2.91,6.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
884,354,6,3,7,10,1,1,10,6,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Female,55,11,3.03,5.5,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
68,957,6,2,7,8,5,9,5,4,Data Science,Operating Systems,Dr. Grace Njeri,2024 Semester 1,Year 2,Male,83,22,3.53,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
98,201,8,2,8,9,8,8,9,4,Data Science,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Female,69,15,2.89,7.0,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
395,633,8,2,4,7,4,6,7,4,Information Technology,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 1,Year 2,Male,65,10,3.58,5.25,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
24,48,5,5,4,2,1,10,10,9,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Male,54,9,3.24,5.75,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
947,715,6,9,6,5,9,1,6,6,Computer Science,Data Mining,Dr. Grace Njeri,2023 Semester 2,Year 2,Male,87,9,2.23,6.0,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
890,698,5,9,6,3,6,9,9,9,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Male,59,20,2.31,7.0,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
468,436,9,9,4,10,1,10,10,2,Software Engineering,Cloud Computing,Dr. James Mwangi,2025 Semester 1,Year 2,Female,63,1,2.87,6.88,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
483,825,9,7,8,1,3,2,9,3,Data Science,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 3,Male,92,17,2.79,5.25,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
564,935,10,9,7,2,8,2,1,2,Computer Science,Machine Learning,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,66,12,3.49,5.12,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
150,154,9,7,4,8,2,6,3,9,Computer Science,Computer Networks,Dr. Sarah Johnson,2024 Semester 1,Year 2,Female,65,10,3.16,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
143,59,5,8,5,6,10,3,4,10,Data Science,Artificial Intelligence,Dr. Sarah Johnson,2023 Semester 2,Year 2,Male,96,5,2.78,6.38,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
568,607,8,4,4,10,10,8,3,7,Software Engineering,Data Mining,Prof. Michael Kimani,2024 Semester 1,Year 3,Male,88,18,2.34,6.75,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
38,454,9,6,6,1,10,8,10,7,Computer Science,Operating Systems,Dr. Grace Njeri,2024 Semester 1,Year 2,Male,76,15,2.45,7.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
108,681,7,2,7,5,2,1,3,7,Computer Science,Cloud Computing,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,94,6,3.15,4.25,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
692,238,8,7,5,10,10,9,7,10,Cyber Security,Operating Systems,Dr. Grace Njeri,2024 Semester 2,Year 3,Female,67,7,2.85,8.25,Satisfied,The lecturer explains concepts clearly and makes learning enjoyable.,9,68,9,lecturer explains concept clearly make learning enjoyable,Positive
41,304,9,9,4,6,5,1,7,2,Software Engineering,Machine Learning,Prof. Michael Kimani,2024 Semester 1,Year 2,Male,57,17,3.03,5.38,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
185,862,6,5,6,5,7,2,10,8,Computer Science,Data Mining,Dr. Grace Njeri,2024 Semester 2,Year 3,Female,49,6,2.34,6.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
934,805,8,8,7,10,6,2,2,6,Software Engineering,Cloud Computing,Dr. Grace Njeri,2025 Semester 1,Year 4,Male,48,8,3.33,6.12,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
397,524,9,8,4,6,10,1,9,10,Data Science,Operating Systems,Prof. Michael Kimani,2024 Semester 2,Year 2,Male,72,12,3.71,7.12,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
222,390,8,6,7,5,1,4,3,9,Information Technology,Artificial Intelligence,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,58,21,2.52,5.38,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
633,501,5,2,8,4,7,6,10,4,Computer Science,Computer Networks,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Male,52,14,2.98,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
132,583,9,3,4,6,5,3,8,7,Cyber Security,Machine Learning,Prof. Michael Kimani,2024 Semester 2,Year 3,Female,53,12,3.95,5.62,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
162,839,9,2,5,10,4,4,9,1,Data Science,Data Mining,Dr. James Mwangi,2024 Semester 2,Year 2,Female,95,23,2.67,5.5,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
214,380,8,8,4,8,2,4,9,2,Software Engineering,Machine Learning,Dr. Sarah Johnson,2023 Semester 2,Year 4,Male,79,10,3.19,5.62,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
732,391,5,3,7,6,7,6,9,4,Data Science,Artificial Intelligence,Dr. James Mwangi,2024 Semester 2,Year 3,Female,81,22,2.18,5.88,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
234,859,8,3,5,9,10,3,1,6,Computer Science,Data Mining,Dr. Sarah Johnson,2023 Semester 2,Year 3,Female,65,20,3.21,5.62,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
842,310,5,8,5,9,4,4,9,10,Software Engineering,Machine Learning,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Male,62,15,2.18,6.75,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
657,691,7,7,8,8,5,4,8,2,Information Technology,Database Systems,Prof. Linda Wanjiru,2025 Semester 1,Year 4,Male,77,7,3.92,6.12,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
750,927,6,2,6,2,10,3,6,4,Data Science,Artificial Intelligence,Dr. Grace Njeri,2023 Semester 2,Year 2,Female,52,9,3.43,4.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
587,915,10,7,4,6,9,4,9,5,Computer Science,Artificial Intelligence,Dr. James Mwangi,2024 Semester 2,Year 4,Female,95,10,3.58,6.75,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
8,814,6,5,8,6,4,4,7,9,Cyber Security,Artificial Intelligence,Dr. Sarah Johnson,2023 Semester 2,Year 2,Female,93,10,3.41,6.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
73,1,9,6,8,7,6,5,3,10,Software Engineering,Database Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Female,61,16,3.18,6.75,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
953,650,8,4,7,9,10,2,8,3,Data Science,Database Systems,Prof. Michael Kimani,2024 Semester 1,Year 3,Male,87,7,2.9,6.38,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
491,878,6,5,8,4,10,3,9,10,Data Science,Operating Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Male,75,5,3.72,6.88,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
912,757,9,5,7,9,7,8,9,1,Information Technology,Cloud Computing,Prof. Michael Kimani,2024 Semester 1,Year 2,Female,78,23,3.91,6.88,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
252,823,7,5,8,3,4,3,1,10,Information Technology,Computer Networks,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,50,3,3.0,5.12,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
229,651,8,7,6,3,9,10,6,1,Cyber Security,Machine Learning,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Female,66,18,3.86,6.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
518,279,5,10,7,1,4,4,9,4,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Female,58,11,3.17,5.5,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
173,317,8,8,4,1,10,10,9,1,Computer Science,Machine Learning,Dr. Sarah Johnson,2024 Semester 1,Year 2,Male,47,15,3.08,6.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
652,556,9,9,5,5,1,3,6,10,Computer Science,Computer Networks,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Female,56,21,2.91,6.0,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
167,250,5,7,7,3,1,6,3,1,Cyber Security,Cloud Computing,Prof. Michael Kimani,2023 Semester 2,Year 2,Female,80,20,2.42,4.12,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
169,164,8,5,7,10,8,9,10,1,Cyber Security,Database Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Male,56,5,2.01,7.25,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
392,697,7,7,6,1,8,10,5,2,Software Engineering,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 3,Male,89,24,2.48,5.75,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
945,936,6,7,6,4,1,8,4,10,Information Technology,Database Systems,Dr. Grace Njeri,2024 Semester 1,Year 4,Female,46,12,3.02,5.75,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
794,624,7,3,7,10,2,1,8,8,Computer Science,Computer Networks,Prof. Michael Kimani,2024 Semester 1,Year 3,Female,46,4,2.76,5.75,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
633,501,5,2,8,4,7,6,10,4,Information Technology,Cloud Computing,Dr. James Mwangi,2023 Semester 2,Year 2,Male,59,15,2.9,5.75,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
193,288,5,9,6,9,4,4,2,6,Information Technology,Operating Systems,Dr. Sarah Johnson,2025 Semester 1,Year 3,Female,67,9,3.96,5.62,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
516,349,6,8,8,2,9,9,2,8,Cyber Security,Data Mining,Prof. Michael Kimani,2025 Semester 1,Year 2,Female,73,7,2.7,6.5,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
28,118,9,10,7,7,4,6,9,1,Software Engineering,Operating Systems,Dr. Grace Njeri,2023 Semester 2,Year 4,Male,61,10,2.9,6.62,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
164,298,8,4,8,9,7,1,7,3,Data Science,Machine Learning,Dr. Grace Njeri,2023 Semester 2,Year 4,Male,76,23,2.27,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
421,179,6,3,7,6,2,6,5,2,Software Engineering,Operating Systems,Dr. Sarah Johnson,2024 Semester 1,Year 4,Male,51,13,2.1,4.62,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
338,637,8,10,5,6,10,8,2,2,Software Engineering,Computer Networks,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,74,8,3.55,6.38,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
647,42,8,2,4,6,6,7,3,1,Information Technology,Artificial Intelligence,Prof. Michael Kimani,2023 Semester 2,Year 3,Male,72,12,3.14,4.62,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
495,303,7,4,5,4,7,2,1,6,Software Engineering,Machine Learning,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Male,58,22,3.52,4.5,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
364,457,7,4,8,2,3,6,8,4,Computer Science,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 2,Female,88,24,2.3,5.25,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
832,26,8,2,6,10,9,9,4,5,Information Technology,Machine Learning,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Female,74,19,3.14,6.62,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
341,689,10,8,7,8,1,9,5,10,Computer Science,Data Mining,Dr. James Mwangi,2023 Semester 2,Year 3,Male,61,1,2.51,7.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
499,920,10,6,7,10,10,2,4,2,Data Science,Database Systems,Dr. Grace Njeri,2025 Semester 1,Year 4,Male,76,16,2.46,6.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
656,96,6,6,5,10,8,10,5,2,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Female,90,22,2.02,6.5,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
510,546,7,7,5,1,9,8,1,1,Data Science,Machine Learning,Dr. Grace Njeri,2025 Semester 1,Year 3,Female,50,17,2.26,4.88,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
326,804,9,3,7,6,10,7,9,7,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Female,95,18,2.62,7.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
216,267,8,9,4,4,8,4,8,1,Cyber Security,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 3,Male,68,11,2.23,5.75,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
300,363,9,3,8,10,2,7,5,1,Software Engineering,Cloud Computing,Dr. Sarah Johnson,2023 Semester 2,Year 3,Male,50,18,3.97,5.62,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
131,216,5,9,8,2,4,8,9,10,Cyber Security,Database Systems,Dr. James Mwangi,2024 Semester 2,Year 2,Female,71,7,2.62,6.88,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
803,821,8,9,5,5,8,9,4,9,Data Science,Computer Networks,Dr. Sarah Johnson,2024 Semester 1,Year 2,Male,62,18,2.26,7.12,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
69,88,9,4,4,9,9,9,7,10,Software Engineering,Operating Systems,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,68,8,2.4,7.62,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
251,215,5,6,6,2,1,9,5,8,Information Technology,Cloud Computing,Dr. Grace Njeri,2025 Semester 1,Year 3,Male,81,6,3.18,5.25,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
414,53,5,8,5,1,10,8,5,7,Software Engineering,Artificial Intelligence,Dr. James Mwangi,2024 Semester 2,Year 2,Female,68,7,2.13,6.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
786,347,6,8,7,3,5,1,2,8,Computer Science,Computer Networks,Prof. Linda Wanjiru,2024 Semester 1,Year 3,Female,82,23,3.72,5.0,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
444,909,9,8,5,9,5,6,9,7,Software Engineering,Data Mining,Dr. James Mwangi,2024 Semester 2,Year 3,Male,78,22,3.92,7.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
875,937,8,8,4,10,1,5,9,3,Computer Science,Database Systems,Dr. Grace Njeri,2024 Semester 2,Year 2,Male,84,10,2.49,6.0,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
181,709,9,3,6,4,4,8,10,1,Software Engineering,Machine Learning,Dr. Sarah Johnson,2023 Semester 2,Year 4,Male,91,11,2.9,5.62,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
166,574,6,4,8,5,9,5,7,10,Computer Science,Database Systems,Dr. Grace Njeri,2024 Semester 2,Year 4,Male,59,13,2.04,6.75,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
90,849,6,10,6,7,7,4,10,7,Data Science,Machine Learning,Prof. Michael Kimani,2023 Semester 2,Year 4,Male,55,9,3.28,7.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
713,511,8,4,4,5,2,10,10,6,Cyber Security,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 3,Female,66,7,2.83,6.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
857,708,5,3,5,4,5,9,6,4,Information Technology,Machine Learning,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,98,9,2.54,5.12,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
530,463,7,8,7,8,1,4,4,1,Software Engineering,Cloud Computing,Dr. Grace Njeri,2023 Semester 2,Year 3,Male,68,13,2.41,5.0,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
38,454,9,6,6,1,10,8,10,7,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Male,45,3,3.31,7.12,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
125,385,5,2,6,7,3,2,10,1,Information Technology,Machine Learning,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Female,62,3,2.83,4.5,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
450,355,10,8,5,6,5,10,1,8,Information Technology,Machine Learning,Prof. Michael Kimani,2024 Semester 2,Year 2,Female,88,1,2.36,6.62,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
172,787,10,10,5,10,1,9,3,8,Computer Science,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Male,56,21,3.38,7.0,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
652,556,9,9,5,5,1,3,6,10,Data Science,Machine Learning,Prof. Michael Kimani,2024 Semester 1,Year 4,Female,87,20,3.13,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
753,992,10,6,4,3,8,6,10,3,Data Science,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 1,Year 4,Female,72,2,3.72,6.25,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
219,444,8,2,6,10,7,2,4,8,Cyber Security,Data Mining,Dr. Grace Njeri,2024 Semester 2,Year 4,Female,84,3,2.23,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
637,848,9,9,6,1,9,2,8,6,Data Science,Cloud Computing,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Female,51,15,3.57,6.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
57,84,7,4,6,10,7,7,8,9,Software Engineering,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 1,Year 2,Female,67,24,3.35,7.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
659,566,8,10,6,10,7,6,6,1,Data Science,Operating Systems,Dr. James Mwangi,2024 Semester 2,Year 2,Female,65,6,2.23,6.75,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
475,99,8,9,6,2,2,3,10,6,Cyber Security,Computer Networks,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Male,78,13,3.39,5.75,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
455,635,7,3,8,6,7,4,10,5,Data Science,Cloud Computing,Dr. Sarah Johnson,2025 Semester 1,Year 2,Female,55,21,2.88,6.25,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
828,558,7,9,5,5,9,7,3,5,Software Engineering,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 1,Year 4,Female,66,1,3.89,6.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
894,870,10,4,6,3,8,2,3,7,Computer Science,Cloud Computing,Dr. James Mwangi,2023 Semester 2,Year 4,Male,86,20,2.28,5.38,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
360,404,10,5,7,8,1,5,10,4,Cyber Security,Cloud Computing,Prof. Michael Kimani,2024 Semester 1,Year 2,Male,79,19,3.29,6.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
934,805,8,8,7,10,6,2,2,6,Computer Science,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Male,96,1,2.76,6.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
0,340,5,2,7,6,9,2,1,8,Computer Science,Data Mining,Prof. Michael Kimani,2024 Semester 1,Year 4,Male,73,21,3.91,5.0,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
386,676,9,8,5,7,4,10,2,6,Computer Science,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 2,Female,86,22,2.66,6.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
972,643,9,7,7,7,2,4,3,7,Information Technology,Database Systems,Prof. Michael Kimani,2024 Semester 2,Year 4,Female,72,2,3.92,5.75,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
347,830,9,7,7,10,7,8,6,4,Information Technology,Database Systems,Dr. Sarah Johnson,2023 Semester 2,Year 3,Female,62,15,3.8,7.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
189,211,7,4,4,3,7,8,7,10,Computer Science,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 1,Year 4,Female,58,14,2.54,6.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
504,268,10,6,5,9,9,1,8,6,Cyber Security,Cloud Computing,Dr. James Mwangi,2023 Semester 2,Year 3,Male,62,19,3.61,6.75,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
190,996,6,5,6,10,8,7,8,4,Software Engineering,Artificial Intelligence,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,72,11,3.99,6.75,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
507,479,10,10,4,6,5,9,2,3,Software Engineering,Data Mining,Dr. James Mwangi,2024 Semester 2,Year 2,Female,68,15,2.51,6.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
368,793,10,9,6,4,7,6,8,3,Data Science,Data Mining,Dr. James Mwangi,2023 Semester 2,Year 3,Male,52,6,2.87,6.62,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
408,388,6,10,4,5,6,4,4,9,Cyber Security,Machine Learning,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,86,20,3.04,6.0,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
823,97,7,8,7,9,6,3,10,7,Information Technology,Data Mining,Dr. Grace Njeri,2024 Semester 2,Year 3,Female,98,9,2.59,7.12,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
928,847,7,10,5,7,1,9,10,4,Computer Science,Machine Learning,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Female,89,5,2.03,6.62,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
933,350,5,6,6,1,8,7,10,10,Data Science,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Female,97,20,2.44,6.62,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
116,254,6,6,6,8,9,4,4,8,Software Engineering,Artificial Intelligence,Dr. James Mwangi,2023 Semester 2,Year 2,Male,52,2,2.56,6.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
133,881,7,9,5,9,4,5,4,8,Information Technology,Computer Networks,Dr. James Mwangi,2025 Semester 1,Year 4,Male,48,6,2.89,6.38,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
57,84,7,4,6,10,7,7,8,9,Information Technology,Operating Systems,Dr. Sarah Johnson,2024 Semester 1,Year 4,Male,71,18,2.34,7.25,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
555,899,5,4,7,7,2,6,1,1,Computer Science,Data Mining,Dr. Sarah Johnson,2025 Semester 1,Year 3,Male,80,23,3.75,4.12,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
684,528,9,2,5,2,6,5,1,6,Software Engineering,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,49,19,3.41,4.5,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
