Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Department,Course,Instructor,Semester,Academic Year,Gender,Attendance (%),Study Hours,GPA,Overall Satisfaction,Satisfaction Label,Student Feedback,Feedback Length
335,718,6,3,6,7,6,6,2,6,Cyber Security,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 1,Year 2,Male,69,23,3.18,5.25,Unsatisfied,The presentations were difficult to follow.,6
758,886,7,7,5,5,10,1,9,9,Computer Science,Database Systems,Dr. Sarah Johnson,2024 Semester 2,Year 2,Female,46,12,3.83,6.62,Neutral,Assignments were manageable but could include more practical work.,9
257,760,9,4,4,3,8,5,10,1,Computer Science,Operating Systems,Prof. Michael Kimani,2024 Semester 2,Year 3,Female,53,20,3.6,5.5,Unsatisfied,The lecturer moved too quickly through difficult topics.,8
496,336,8,10,4,5,6,7,2,3,Information Technology,Machine Learning,Prof. Michael Kimani,2024 Semester 2,Year 2,Male,72,5,3.84,5.62,Unsatisfied,Feedback on assessments was delayed.,5
987,555,9,2,8,7,2,1,3,10,Cyber Security,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,97,3,3.96,5.25,Unsatisfied,Course organization could be significantly improved.,6
895,351,8,5,8,10,1,9,7,7,Cyber Security,Computer Networks,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Female,82,9,2.02,6.88,Neutral,Assignments were manageable but could include more practical work.,9
159,941,9,3,7,2,9,7,3,1,Software Engineering,Data Mining,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,47,9,3.25,5.12,Unsatisfied,Feedback on assessments was delayed.,5
474,965,10,3,4,5,10,3,7,3,Computer Science,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 1,Year 3,Female,64,7,2.83,5.62,Unsatisfied,The presentations were difficult to follow.,6
851,564,5,10,5,6,8,5,3,1,Computer Science,Cloud Computing,Prof. Michael Kimani,2023 Semester 2,Year 4,Male,50,2,3.72,5.38,Unsatisfied,Course organization could be significantly improved.,6
663,291,10,3,7,8,2,10,3,3,Data Science,Data Mining,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,83,23,2.5,5.75,Unsatisfied,More practical examples are needed during lectures.,7
907,141,8,6,6,5,4,9,5,2,Software Engineering,Computer Networks,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Female,77,23,3.96,5.62,Unsatisfied,More practical examples are needed during lectures.,7
689,377,5,5,7,3,9,6,1,4,Data Science,Database Systems,Dr. Grace Njeri,2024 Semester 1,Year 2,Male,99,21,3.23,5.0,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
674,786,5,4,7,5,5,6,7,1,Data Science,Operating Systems,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Female,45,16,3.59,5.0,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
379,858,9,5,5,3,2,2,7,7,Data Science,Computer Networks,Dr. Grace Njeri,2025 Semester 1,Year 2,Male,81,9,2.17,5.0,Unsatisfied,I would not recommend this course without improvements.,8
544,971,7,6,7,4,6,6,7,9,Information Technology,Database Systems,Dr. James Mwangi,2024 Semester 1,Year 3,Male,50,13,2.37,6.5,Neutral,Assignments were manageable but could include more practical work.,9
928,847,7,10,5,7,1,9,10,4,Information Technology,Machine Learning,Prof. Michael Kimani,2025 Semester 1,Year 3,Male,89,19,3.52,6.62,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9
956,415,9,3,5,1,8,9,9,2,Data Science,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Male,78,20,2.04,5.75,Unsatisfied,Feedback on assessments was delayed.,5
690,808,8,6,4,5,1,8,8,3,Software Engineering,Cloud Computing,Prof. Michael Kimani,2025 Semester 1,Year 3,Male,91,17,3.63,5.38,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
426,826,10,5,7,2,8,7,10,5,Computer Science,Data Mining,Prof. Michael Kimani,2025 Semester 1,Year 3,Female,59,6,2.03,6.75,Neutral,The course was generally good but some topics needed more explanation.,11
612,73,7,2,5,6,3,1,1,4,Software Engineering,Data Mining,Prof. Michael Kimani,2025 Semester 1,Year 3,Male,89,4,3.31,3.62,Unsatisfied,More practical examples are needed during lectures.,7
267,939,10,10,7,4,1,2,3,9,Cyber Security,Artificial Intelligence,Dr. James Mwangi,2024 Semester 1,Year 4,Female,70,1,2.73,5.75,Unsatisfied,I would not recommend this course without improvements.,8
834,287,5,9,5,5,10,8,4,10,Information Technology,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 2,Male,58,18,3.22,7.0,Neutral,Assignments were manageable but could include more practical work.,9
576,508,10,6,5,8,8,5,7,10,Computer Science,Artificial Intelligence,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Female,98,19,3.39,7.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9
416,157,9,6,8,2,8,4,4,3,Computer Science,Machine Learning,Dr. Sarah Johnson,2023 Semester 2,Year 4,Male,51,9,2.68,5.5,Unsatisfied,Course organization could be significantly improved.,6
167,250,5,7,7,3,1,6,3,1,Cyber Security,Database Systems,Dr. Sarah Johnson,2024 Semester 2,Year 4,Female,90,13,2.22,4.12,Unsatisfied,Feedback on assessments was delayed.,5
841,11,9,5,6,8,5,6,7,7,Cyber Security,Computer Networks,Dr. Sarah Johnson,2024 Semester 2,Year 4,Female,75,8,2.14,6.62,Neutral,Overall the learning experience was acceptable.,6
42,56,6,9,6,8,9,6,2,4,Data Science,Data Mining,Prof. Michael Kimani,2024 Semester 2,Year 2,Male,68,23,3.18,6.25,Neutral,Overall the learning experience was acceptable.,6
555,899,5,4,7,7,2,6,1,1,Information Technology,Machine Learning,Dr. Grace Njeri,2024 Semester 1,Year 3,Male,75,13,3.04,4.12,Unsatisfied,Feedback on assessments was delayed.,5
284,533,6,10,5,7,2,5,10,10,Information Technology,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 4,Male,73,15,3.48,6.88,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9
396,241,8,3,8,8,10,1,8,6,Software Engineering,Machine Learning,Prof. Michael Kimani,2024 Semester 2,Year 2,Female,86,11,3.02,6.5,Neutral,Overall the learning experience was acceptable.,6
11,702,8,4,7,1,2,1,8,8,Data Science,Cloud Computing,Dr. Sarah Johnson,2024 Semester 1,Year 4,Female,76,12,2.84,4.88,Unsatisfied,Feedback on assessments was delayed.,5
606,662,10,6,4,5,1,9,6,3,Data Science,Data Mining,Prof. Michael Kimani,2023 Semester 2,Year 4,Male,61,14,2.8,5.5,Unsatisfied,Course organization could be significantly improved.,6
301,610,8,10,6,8,2,1,5,1,Data Science,Computer Networks,Dr. Sarah Johnson,2025 Semester 1,Year 4,Male,58,4,2.05,5.12,Unsatisfied,I would not recommend this course without improvements.,8
897,33,8,5,6,1,8,7,7,2,Data Science,Artificial Intelligence,Dr. Grace Njeri,2024 Semester 1,Year 4,Female,84,1,2.67,5.5,Unsatisfied,More practical examples are needed during lectures.,7
252,823,7,5,8,3,4,3,1,10,Information Technology,Artificial Intelligence,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Female,80,24,3.95,5.12,Unsatisfied,More practical examples are needed during lectures.,7
498,609,10,9,4,4,1,5,9,10,Information Technology,Database Systems,Dr. Sarah Johnson,2024 Semester 1,Year 2,Male,92,4,3.75,6.5,Neutral,Overall the learning experience was acceptable.,6
753,992,10,6,4,3,8,6,10,3,Data Science,Computer Networks,Dr. Grace Njeri,2023 Semester 2,Year 3,Female,68,19,2.66,6.25,Neutral,The presentations were useful but could be more interactive.,9
34,898,10,10,4,3,5,4,2,1,Software Engineering,Operating Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Male,89,9,3.18,4.88,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
726,472,6,8,7,7,9,9,2,3,Computer Science,Cloud Computing,Dr. James Mwangi,2025 Semester 1,Year 3,Male,98,10,3.69,6.38,Neutral,Assignments were manageable but could include more practical work.,9
848,262,10,5,4,9,6,9,9,3,Computer Science,Database Systems,Dr. Sarah Johnson,2024 Semester 1,Year 3,Male,71,4,2.88,6.88,Neutral,Assignments were manageable but could include more practical work.,9
89,981,7,6,7,5,4,6,8,3,Software Engineering,Operating Systems,Dr. Sarah Johnson,2024 Semester 2,Year 2,Female,69,20,2.04,5.75,Unsatisfied,The presentations were difficult to follow.,6
775,928,6,7,6,9,4,8,5,8,Data Science,Machine Learning,Dr. James Mwangi,2025 Semester 1,Year 2,Female,76,9,2.15,6.62,Neutral,Assignments were manageable but could include more practical work.,9
604,785,7,6,7,1,7,5,5,9,Information Technology,Cloud Computing,Dr. James Mwangi,2025 Semester 1,Year 2,Female,96,13,3.02,5.88,Unsatisfied,The presentations were difficult to follow.,6
921,497,6,4,8,4,6,10,1,6,Computer Science,Machine Learning,Dr. Sarah Johnson,2023 Semester 2,Year 4,Female,62,12,3.94,5.62,Unsatisfied,There were too few opportunities to ask questions.,8
969,168,6,3,8,2,8,10,7,3,Cyber Security,Computer Networks,Dr. James Mwangi,2024 Semester 2,Year 4,Male,90,11,3.39,5.88,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
601,172,6,5,8,3,4,3,10,3,Cyber Security,Data Mining,Prof. Michael Kimani,2024 Semester 1,Year 4,Female,62,12,2.14,5.25,Unsatisfied,The presentations were difficult to follow.,6
417,28,8,6,6,9,9,9,4,7,Software Engineering,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,81,18,2.38,7.25,Neutral,The presentations were useful but could be more interactive.,9
114,283,9,2,6,1,2,10,5,5,Data Science,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Male,70,12,3.54,5.0,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
616,835,8,2,7,8,3,4,3,4,Computer Science,Data Mining,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,53,16,3.68,4.88,Unsatisfied,More practical examples are needed during lectures.,7
902,313,5,7,7,3,7,10,1,1,Data Science,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 2,Year 4,Female,79,5,3.24,5.12,Unsatisfied,The lecturer moved too quickly through difficult topics.,8
195,547,6,6,8,5,1,2,2,8,Computer Science,Operating Systems,Dr. James Mwangi,2024 Semester 2,Year 3,Male,52,20,3.29,4.75,Unsatisfied,Course organization could be significantly improved.,6
825,18,9,6,6,1,5,8,4,10,Software Engineering,Database Systems,Dr. Grace Njeri,2023 Semester 2,Year 4,Male,64,12,2.06,6.12,Neutral,The presentations were useful but could be more interactive.,9
500,370,9,4,7,10,1,10,2,7,Software Engineering,Artificial Intelligence,Dr. James Mwangi,2023 Semester 2,Year 4,Female,98,21,3.66,6.25,Neutral,Overall the learning experience was acceptable.,6
625,860,10,8,4,3,7,1,4,5,Cyber Security,Artificial Intelligence,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,86,11,3.58,5.25,Unsatisfied,I would not recommend this course without improvements.,8
492,368,7,9,8,3,2,7,4,1,Data Science,Database Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Female,66,9,2.52,5.12,Unsatisfied,Course organization could be significantly improved.,6
74,868,7,9,7,2,6,2,9,4,Cyber Security,Cloud Computing,Dr. James Mwangi,2025 Semester 1,Year 4,Female,63,18,3.42,5.75,Unsatisfied,More practical examples are needed during lectures.,7
412,205,8,4,4,2,1,7,9,7,Data Science,Artificial Intelligence,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,74,3,2.43,5.25,Unsatisfied,I would not recommend this course without improvements.,8
375,960,6,9,6,1,3,3,5,8,Cyber Security,Computer Networks,Dr. Sarah Johnson,2024 Semester 1,Year 3,Male,97,20,2.08,5.12,Unsatisfied,The lecturer moved too quickly through difficult topics.,8
419,252,8,9,4,6,10,2,7,5,Information Technology,Operating Systems,Prof. Michael Kimani,2024 Semester 2,Year 2,Female,72,17,2.4,6.38,Neutral,The course was generally good but some topics needed more explanation.,11
728,65,6,4,4,6,3,10,8,3,Information Technology,Data Mining,Prof. Michael Kimani,2023 Semester 2,Year 2,Female,79,14,2.36,5.5,Unsatisfied,Feedback on assessments was delayed.,5
276,416,6,2,5,8,9,6,3,7,Information Technology,Artificial Intelligence,Dr. Grace Njeri,2024 Semester 1,Year 3,Female,87,1,2.68,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
760,458,6,2,4,6,6,10,4,1,Information Technology,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 4,Female,55,17,2.84,4.88,Unsatisfied,The presentations were difficult to follow.,6
675,601,8,9,4,5,4,3,1,10,Computer Science,Machine Learning,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,75,8,3.02,5.5,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
393,95,7,2,5,5,9,6,8,3,Information Technology,Operating Systems,Dr. James Mwangi,2023 Semester 2,Year 4,Female,93,5,2.95,5.62,Unsatisfied,The presentations were difficult to follow.,6
868,507,9,2,6,2,7,9,7,9,Software Engineering,Data Mining,Dr. Sarah Johnson,2024 Semester 2,Year 4,Male,92,5,2.54,6.38,Neutral,Overall the learning experience was acceptable.,6
456,850,5,8,7,4,8,7,8,6,Software Engineering,Operating Systems,Prof. Michael Kimani,2025 Semester 1,Year 3,Female,83,9,2.06,6.62,Neutral,The course was generally good but some topics needed more explanation.,11
919,731,5,10,6,9,5,10,5,2,Computer Science,Database Systems,Dr. Grace Njeri,2025 Semester 1,Year 2,Male,80,3,3.21,6.5,Neutral,Assignments were manageable but could include more practical work.,9
191,459,8,5,8,6,6,1,8,4,Information Technology,Data Mining,Dr. Grace Njeri,2024 Semester 1,Year 3,Female,74,19,2.79,5.75,Unsatisfied,Feedback on assessments was delayed.,5
738,289,5,2,5,8,9,2,7,2,Information Technology,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 4,Male,67,23,2.6,5.0,Unsatisfied,Feedback on assessments was delayed.,5
688,505,9,6,8,5,8,4,7,6,Information Technology,Machine Learning,Dr. Grace Njeri,2025 Semester 1,Year 3,Female,63,9,3.73,6.62,Neutral,The course was generally good but some topics needed more explanation.,11
98,201,8,2,8,9,8,8,9,4,Cyber Security,Database Systems,Dr. Grace Njeri,2024 Semester 2,Year 3,Male,56,22,3.49,7.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9
547,408,6,5,4,7,1,8,6,7,Data Science,Cloud Computing,Dr. Sarah Johnson,2023 Semester 2,Year 4,Male,59,18,3.72,5.5,Unsatisfied,I would not recommend this course without improvements.,8
977,916,10,4,7,3,10,10,7,8,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,75,16,2.99,7.38,Neutral,Overall the learning experience was acceptable.,6
998,199,9,5,8,3,8,1,1,2,Data Science,Data Mining,Dr. James Mwangi,2025 Semester 1,Year 3,Female,87,1,2.26,4.62,Unsatisfied,I would not recommend this course without improvements.,8
95,364,6,6,7,9,6,4,7,6,Information Technology,Machine Learning,Dr. Sarah Johnson,2024 Semester 1,Year 4,Male,81,2,3.39,6.38,Neutral,The presentations were useful but could be more interactive.,9
663,291,10,3,7,8,2,10,3,3,Information Technology,Database Systems,Prof. Linda Wanjiru,2025 Semester 1,Year 4,Male,81,14,2.41,5.75,Unsatisfied,The presentations were difficult to follow.,6
662,200,8,4,8,6,8,4,7,1,Cyber Security,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 3,Male,59,14,2.88,5.75,Unsatisfied,There were too few opportunities to ask questions.,8
189,211,7,4,4,3,7,8,7,10,Cyber Security,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 2,Male,73,1,2.13,6.25,Neutral,Assignments were manageable but could include more practical work.,9
735,247,6,9,6,5,2,2,3,7,Data Science,Machine Learning,Dr. Grace Njeri,2025 Semester 1,Year 3,Female,94,16,3.65,5.0,Unsatisfied,More practical examples are needed during lectures.,7
36,704,9,9,8,6,8,4,8,5,Software Engineering,Computer Networks,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,87,15,2.25,7.12,Neutral,The course was generally good but some topics needed more explanation.,11
779,520,9,3,5,6,7,10,10,3,Data Science,Operating Systems,Dr. James Mwangi,2023 Semester 2,Year 2,Male,70,15,3.81,6.62,Neutral,The presentations were useful but could be more interactive.,9
368,793,10,9,6,4,7,6,8,3,Cyber Security,Machine Learning,Dr. James Mwangi,2025 Semester 1,Year 2,Male,88,12,3.73,6.62,Neutral,The presentations were useful but could be more interactive.,9
694,123,10,2,4,5,9,8,3,5,Cyber Security,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Female,46,16,2.93,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
524,602,5,3,6,2,8,10,3,1,Computer Science,Artificial Intelligence,Dr. Grace Njeri,2025 Semester 1,Year 3,Male,64,14,3.49,4.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
278,744,8,5,7,3,10,4,6,7,Cyber Security,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 4,Male,59,24,3.24,6.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9
216,267,8,9,4,4,8,4,8,1,Computer Science,Machine Learning,Dr. Sarah Johnson,2023 Semester 2,Year 4,Male,96,15,3.61,5.75,Unsatisfied,Feedback on assessments was delayed.,5
866,219,10,4,5,7,9,10,8,3,Software Engineering,Computer Networks,Dr. Grace Njeri,2023 Semester 2,Year 4,Male,48,23,2.86,7.0,Neutral,The course was generally good but some topics needed more explanation.,11
872,792,10,2,6,7,7,5,6,9,Data Science,Cloud Computing,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Female,66,15,3.57,6.5,Neutral,The course was generally good but some topics needed more explanation.,11
797,640,10,9,4,10,2,4,3,1,Data Science,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 4,Male,94,19,2.92,5.38,Unsatisfied,Feedback on assessments was delayed.,5
272,213,10,8,4,10,1,5,6,2,Computer Science,Cloud Computing,Dr. James Mwangi,2024 Semester 1,Year 4,Male,82,8,3.88,5.75,Unsatisfied,There were too few opportunities to ask questions.,8
880,214,6,6,4,3,1,3,4,6,Data Science,Operating Systems,Prof. Michael Kimani,2024 Semester 2,Year 3,Female,67,2,2.97,4.12,Unsatisfied,The lecturer moved too quickly through difficult topics.,8
61,867,6,4,6,4,2,7,5,3,Cyber Security,Machine Learning,Dr. James Mwangi,2023 Semester 2,Year 2,Female,70,2,2.93,4.62,Unsatisfied,There were too few opportunities to ask questions.,8
595,108,5,5,7,5,10,7,3,9,Information Technology,Operating Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Female,95,10,3.57,6.38,Neutral,Assignments were manageable but could include more practical work.,9
879,874,9,7,6,9,6,1,6,3,Computer Science,Data Mining,Dr. Sarah Johnson,2025 Semester 1,Year 3,Male,55,3,3.64,5.88,Unsatisfied,The presentations were difficult to follow.,6
728,65,6,4,4,6,3,10,8,3,Data Science,Data Mining,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Female,72,23,3.11,5.5,Unsatisfied,I would not recommend this course without improvements.,8
341,689,10,8,7,8,1,9,5,10,Computer Science,Data Mining,Dr. Sarah Johnson,2024 Semester 1,Year 4,Male,46,17,2.36,7.25,Neutral,Overall the learning experience was acceptable.,6
396,241,8,3,8,8,10,1,8,6,Computer Science,Computer Networks,Dr. Grace Njeri,2024 Semester 2,Year 2,Female,52,8,2.94,6.5,Neutral,Overall the learning experience was acceptable.,6
698,309,5,8,4,9,2,1,4,5,Information Technology,Computer Networks,Prof. Michael Kimani,2024 Semester 1,Year 2,Male,73,23,3.94,4.75,Unsatisfied,The presentations were difficult to follow.,6
18,525,9,9,4,3,5,5,9,2,Cyber Security,Artificial Intelligence,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,55,4,3.51,5.75,Unsatisfied,Feedback on assessments was delayed.,5
176,701,5,9,7,1,9,9,1,9,Computer Science,Computer Networks,Dr. Grace Njeri,2025 Semester 1,Year 4,Male,81,14,3.62,6.25,Neutral,Assignments were manageable but could include more practical work.,9
611,684,10,3,7,4,4,5,1,10,Data Science,Machine Learning,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Female,62,21,2.07,5.5,Unsatisfied,The lecturer moved too quickly through difficult topics.,8
395,633,8,2,4,7,4,6,7,4,Software Engineering,Cloud Computing,Prof. Michael Kimani,2025 Semester 1,Year 4,Male,99,10,2.94,5.25,Unsatisfied,There were too few opportunities to ask questions.,8
444,909,9,8,5,9,5,6,9,7,Computer Science,Cloud Computing,Dr. Sarah Johnson,2023 Semester 2,Year 2,Male,94,1,3.29,7.25,Neutral,Assignments were manageable but could include more practical work.,9
232,167,7,7,5,8,6,9,9,8,Computer Science,Artificial Intelligence,Dr. Sarah Johnson,2023 Semester 2,Year 3,Male,58,4,3.66,7.38,Neutral,Overall the learning experience was acceptable.,6
914,420,5,8,8,6,2,4,10,3,Information Technology,Computer Networks,Dr. James Mwangi,2025 Semester 1,Year 4,Male,98,1,2.1,5.75,Unsatisfied,Feedback on assessments was delayed.,5
75,895,5,5,7,7,2,1,8,9,Cyber Security,Operating Systems,Dr. Sarah Johnson,2024 Semester 2,Year 4,Male,54,17,3.7,5.5,Unsatisfied,The lecturer moved too quickly through difficult topics.,8
264,124,9,9,7,9,1,9,4,3,Software Engineering,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Male,79,17,3.1,6.38,Neutral,Assignments were manageable but could include more practical work.,9
454,711,7,3,4,6,3,7,6,4,Data Science,Operating Systems,Dr. Grace Njeri,2024 Semester 2,Year 3,Male,53,7,2.39,5.0,Unsatisfied,I would not recommend this course without improvements.,8
795,155,8,8,8,10,3,9,7,3,Software Engineering,Operating Systems,Dr. Grace Njeri,2024 Semester 1,Year 4,Male,79,23,2.63,7.0,Neutral,The course was generally good but some topics needed more explanation.,11
717,750,10,3,8,1,5,1,3,5,Data Science,Database Systems,Dr. Grace Njeri,2025 Semester 1,Year 3,Female,55,20,2.56,4.5,Unsatisfied,Feedback on assessments was delayed.,5
734,828,8,3,5,2,9,5,6,3,Cyber Security,Cloud Computing,Prof. Michael Kimani,2025 Semester 1,Year 4,Male,88,15,3.06,5.12,Unsatisfied,Course organization could be significantly improved.,6
383,136,8,6,7,10,9,9,2,3,Data Science,Data Mining,Dr. Sarah Johnson,2023 Semester 2,Year 3,Male,56,13,2.1,6.75,Neutral,Assignments were manageable but could include more practical work.,9
563,776,8,3,7,6,3,7,6,7,Information Technology,Computer Networks,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Female,47,2,2.32,5.88,Unsatisfied,There were too few opportunities to ask questions.,8
850,407,9,8,8,6,2,9,6,4,Information Technology,Operating Systems,Prof. Michael Kimani,2024 Semester 2,Year 2,Male,97,19,3.63,6.5,Neutral,Assignments were manageable but could include more practical work.,9
505,625,10,7,6,7,9,6,3,3,Information Technology,Database Systems,Dr. James Mwangi,2025 Semester 1,Year 2,Female,83,24,2.27,6.38,Neutral,Overall the learning experience was acceptable.,6
366,958,10,10,5,8,5,10,7,8,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,58,13,2.47,7.88,Neutral,The course was generally good but some topics needed more explanation.,11
143,59,5,8,5,6,10,3,4,10,Software Engineering,Data Mining,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Female,72,24,2.91,6.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9
884,354,6,3,7,10,1,1,10,6,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Female,55,11,3.03,5.5,Unsatisfied,Course organization could be significantly improved.,6
68,957,6,2,7,8,5,9,5,4,Data Science,Operating Systems,Dr. Grace Njeri,2024 Semester 1,Year 2,Male,83,22,3.53,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7
98,201,8,2,8,9,8,8,9,4,Data Science,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Female,69,15,2.89,7.0,Neutral,The course was generally good but some topics needed more explanation.,11
395,633,8,2,4,7,4,6,7,4,Information Technology,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 1,Year 2,Male,65,10,3.58,5.25,Unsatisfied,The lecturer moved too quickly through difficult topics.,8
24,48,5,5,4,2,1,10,10,9,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Male,54,9,3.24,5.75,Unsatisfied,I would not recommend this course without improvements.,8
947,715,6,9,6,5,9,1,6,6,Computer Science,Data Mining,Dr. Grace Njeri,2023 Semester 2,Year 2,Male,87,9,2.23,6.0,Neutral,Assignments were manageable but could include more practical work.,9
890,698,5,9,6,3,6,9,9,9,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Male,59,20,2.31,7.0,Neutral,The course was generally good but some topics needed more explanation.,11
468,436,9,9,4,10,1,10,10,2,Software Engineering,Cloud Computing,Dr. James Mwangi,2025 Semester 1,Year 2,Female,63,1,2.87,6.88,Neutral,The course was generally good but some topics needed more explanation.,11
483,825,9,7,8,1,3,2,9,3,Data Science,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 3,Male,92,17,2.79,5.25,Unsatisfied,More practical examples are needed during lectures.,7
564,935,10,9,7,2,8,2,1,2,Computer Science,Machine Learning,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,66,12,3.49,5.12,Unsatisfied,There were too few opportunities to ask questions.,8
150,154,9,7,4,8,2,6,3,9,Computer Science,Computer Networks,Dr. Sarah Johnson,2024 Semester 1,Year 2,Female,65,10,3.16,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9
143,59,5,8,5,6,10,3,4,10,Data Science,Artificial Intelligence,Dr. Sarah Johnson,2023 Semester 2,Year 2,Male,96,5,2.78,6.38,Neutral,The course was generally good but some topics needed more explanation.,11
568,607,8,4,4,10,10,8,3,7,Software Engineering,Data Mining,Prof. Michael Kimani,2024 Semester 1,Year 3,Male,88,18,2.34,6.75,Neutral,Assignments were manageable but could include more practical work.,9
38,454,9,6,6,1,10,8,10,7,Computer Science,Operating Systems,Dr. Grace Njeri,2024 Semester 1,Year 2,Male,76,15,2.45,7.12,Neutral,Overall the learning experience was acceptable.,6
108,681,7,2,7,5,2,1,3,7,Computer Science,Cloud Computing,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,94,6,3.15,4.25,Unsatisfied,Feedback on assessments was delayed.,5
692,238,8,7,5,10,10,9,7,10,Cyber Security,Operating Systems,Dr. Grace Njeri,2024 Semester 2,Year 3,Female,67,7,2.85,8.25,Satisfied,The lecturer explains concepts clearly and makes learning enjoyable.,9
41,304,9,9,4,6,5,1,7,2,Software Engineering,Machine Learning,Prof. Michael Kimani,2024 Semester 1,Year 2,Male,57,17,3.03,5.38,Unsatisfied,I would not recommend this course without improvements.,8
185,862,6,5,6,5,7,2,10,8,Computer Science,Data Mining,Dr. Grace Njeri,2024 Semester 2,Year 3,Female,49,6,2.34,6.12,Neutral,Overall the learning experience was acceptable.,6
934,805,8,8,7,10,6,2,2,6,Software Engineering,Cloud Computing,Dr. Grace Njeri,2025 Semester 1,Year 4,Male,48,8,3.33,6.12,Neutral,The presentations were useful but could be more interactive.,9
397,524,9,8,4,6,10,1,9,10,Data Science,Operating Systems,Prof. Michael Kimani,2024 Semester 2,Year 2,Male,72,12,3.71,7.12,Neutral,Assignments were manageable but could include more practical work.,9
222,390,8,6,7,5,1,4,3,9,Information Technology,Artificial Intelligence,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,58,21,2.52,5.38,Unsatisfied,The lecturer moved too quickly through difficult topics.,8
